Directory,Length,Biggest Branch,Smallest Branch,Farthest Leaf,Closest Leaf,# of Leaves,# of Species,# of Paralogs,# of Human seqs
/home/gideon/Documents/mphil_internship/Trees/22/2286.nh,21.35461799999999,1.96002,0.0,"(Tree node 'ENSCINP00000013132' (0x7fcbf9a0661), 2.652314)","(Tree node 'ENSCINP00000026045' (0x7fcbf99f151), 0.7911710000000003)",134,70,64,0
/home/gideon/Documents/mphil_internship/Trees/22/2245.nh,15.404803000000003,0.944891,0.0,"(Tree node 'ENSSSCP00000026573' (0x7fcbf996939), 1.891334)","(Tree node 'ENSOANP00000023120' (0x7fcbf9a06a1), 0.314083)",135,68,67,0
/home/gideon/Documents/mphil_internship/Trees/22/2282.nh,14.740798,1.13831,0.0,"(Tree node 'ENSTNIP00000012770' (0x7fcbf991ca9), 1.403477)","(Tree node 'ENSGMOP00000008003' (0x7fcbf9987e5), 0.5954300000000001)",134,66,68,0
/home/gideon/Documents/mphil_internship/Trees/22/222.nh,94.80203399999994,1.28756,0.0,"(Tree node 'ENSORLP00000013840' (0x7fcbf9859bd), 2.1347579999999997)","(Tree node 'ENSLOCP00000021735' (0x7fcbf99036d), 0.91143)",751,66,685,0
/home/gideon/Documents/mphil_internship/Trees/22/224.nh,90.12785899999997,1.55276,0.0,"(Tree node 'ENSXMAP00000019746' (0x7fcbf97af81), 2.0426849999999996)","(Tree node 'ENSGMOP00000021774' (0x7fcbf97ba39), 0.06327999999999973)",751,63,688,0
/home/gideon/Documents/mphil_internship/Trees/22/2208.nh,20.175778000000008,1.23997,0.0,"(Tree node 'ENSCJAP00000040459' (0x7fcbf96fffd), 1.5538300000000003)","(Tree node 'C44E4.6.1' (0x7fcbf96f2b1), 0.396508)",136,67,69,0
/home/gideon/Documents/mphil_internship/Trees/22/2251.nh,22.794119000000002,0.73399,0.0,"(Tree node 'ENSORLP00000025859' (0x7fcbf968221), 1.6095940000000006)","(Tree node 'ENSMPUP00000001458' (0x7fcbf97f341), 0.598291)",135,63,72,0
/home/gideon/Documents/mphil_internship/Trees/22/2296.nh,20.443105,0.898969,0.0,"(Tree node 'ENSSSCP00000025370' (0x7fcbf960ddd), 1.7296529999999994)","(Tree node 'FBpp0297444' (0x7fcbf968259), 0.975266)",134,71,63,0
/home/gideon/Documents/mphil_internship/Trees/22/2263.nh,21.762074999999978,2.0211,0.0,"(Tree node 'ENSORLP00000021992' (0x7fcbf95d965), 2.8840089999999994)","(Tree node 'YDL174C' (0x7fcbf95d9b5), 0.9127289999999996)",135,70,65,0
/home/gideon/Documents/mphil_internship/Trees/22/2236.nh,16.94942299999999,1.10896,0.0,"(Tree node 'ENSGMOP00000019448' (0x7fcbf95f821), 1.3805599999999996)","(Tree node 'ENSAMXP00000010415' (0x7fcbf95d9dd), 0.525809)",135,69,66,0
/home/gideon/Documents/mphil_internship/Trees/22/2202.nh,20.886236000000007,1.21951,0.0,"(Tree node 'ENSPMAP00000004925' (0x7fcbf95b949), 1.21951)","(Tree node 'ENSLOCP00000002724' (0x7fcbf95a495), 0.5958629999999998)",136,64,72,0
/home/gideon/Documents/mphil_internship/Trees/22/2281.nh,17.13721700000001,0.819509,0.0,"(Tree node 'ENSAMXP00000003151' (0x7fcbf956319), 1.3476180000000002)","(Tree node 'ENSLOCP00000011394' (0x7fcbf95b9a9), 0.6139370000000001)",134,67,67,0
/home/gideon/Documents/mphil_internship/Trees/22/2291.nh,28.966392000000003,2.98687,0.0,"(Tree node 'ENSAMEP00000020507' (0x7fcbf957a15), 4.279287999999999)","(Tree node 'ENSLOCP00000019961' (0x7fcbf957af1), 1.066395)",134,68,66,0
/home/gideon/Documents/mphil_internship/Trees/22/2211.nh,22.850297999999988,1.10265,0.0,"(Tree node 'Y48C3A.14a' (0x7fcbf9525f5), 2.038472)","(Tree node 'YLR234W' (0x7fcbf954409), 0.9697980000000005)",136,67,69,0
/home/gideon/Documents/mphil_internship/Trees/22/2290.nh,15.45772300000001,1.1898,0.0,"(Tree node 'ENSORLP00000021145' (0x7fcbf8b6f21), 1.2324879999999998)","(Tree node 'ENSCINP00000034813' (0x7fcbf8b6f41), 0.5513669999999999)",134,67,67,0
/home/gideon/Documents/mphil_internship/Trees/22/2238.nh,17.618760999999996,0.878589,0.0,"(Tree node 'ENSACAP00000022296' (0x7fcbf8b8519), 1.0838420000000002)","(Tree node 'ENSLACP00000017927' (0x7fcbf8b6f69), 0.268112)",135,64,71,0
/home/gideon/Documents/mphil_internship/Trees/22/2224.nh,27.837704000000006,2.79855,0.0,"(Tree node 'FBpp0074029' (0x7fcbf8b1ba5), 3.583137)","(Tree node 'ENSOGAP00000018966' (0x7fcbf8b31ad), 0.724695)",136,67,69,0
/home/gideon/Documents/mphil_internship/Trees/22/2259.nh,20.010386000000032,1.04909,0.0,"(Tree node 'ENSCSAVP00000019941' (0x7fcbf8afd21), 1.779139)","(Tree node 'FBpp0300818' (0x7fcbf8adbd1), 0.48206399999999994)",135,67,68,0
/home/gideon/Documents/mphil_internship/Trees/22/2241.nh,17.187405999999996,1.76898,0.0,"(Tree node 'C56A3.8a' (0x7fcbf8afd3d), 1.800731)","(Tree node 'FBpp0089178' (0x7fcbf8afd45), 0.47916499999999995)",135,70,65,0
/home/gideon/Documents/mphil_internship/Trees/22/2232.nh,19.524903,0.629321,0.0,"(Tree node 'ENSTTRP00000016572' (0x7fcbf8ab329), 0.951022)","(Tree node 'ENSXETP00000008566' (0x7fcbf8a5451), 0.29176999999999986)",135,56,79,0
/home/gideon/Documents/mphil_internship/Trees/22/2239.nh,16.518180999999995,2.06211,0.0,"(Tree node 'M142.6a' (0x7fcbf8a54bd), 2.06211)","(Tree node 'ENSPMAP00000000081' (0x7fcbf8a7ded), 0.7490610000000001)",135,67,68,0
/home/gideon/Documents/mphil_internship/Trees/22/2244.nh,22.136546999999982,2.42861,0.0,"(Tree node 'ENSPMAP00000003379' (0x7fcbf8a1e0d), 3.3366899999999995)","(Tree node 'FBpp0083357' (0x7fcbf8a1e2d), 0.47172199999999964)",135,69,66,0
/home/gideon/Documents/mphil_internship/Trees/22/2294.nh,17.694384999999997,1.11418,0.0,"(Tree node 'ENSTNIP00000003636' (0x7fcbf89df55), 1.733143)","(Tree node 'ENSLACP00000017941' (0x7fcbf8a3de1), 0.45259500000000014)",134,63,71,0
/home/gideon/Documents/mphil_internship/Trees/22/226.nh,100.42537599999997,1.95034,0.0,"(Tree node 'ENSSHAP00000002285' (0x7fcbf89dfbd), 3.269044)","(Tree node 'FBpp0297618' (0x7fcbf89dfc9), 0.5610520000000001)",751,70,681,0
/home/gideon/Documents/mphil_internship/Trees/22/2210.nh,19.21936299999998,0.940658,0.0,"(Tree node 'ENSPFOP00000002331' (0x7fcbf88947d), 1.6442869999999996)","(Tree node 'ENSLOCP00000009737' (0x7fcbf88fe6d), 0.6832069999999998)",136,64,72,0
/home/gideon/Documents/mphil_internship/Trees/22/2269.nh,34.15481899999997,4.07971,0.0,"(Tree node 'ENSAMEP00000002646' (0x7fcbf8894e9), 5.438536000000001)","(Tree node 'ENSLACP00000020788' (0x7fcbf88a251), 0.2077970000000001)",135,59,76,0
/home/gideon/Documents/mphil_internship/Trees/22/2250.nh,22.380931,0.922697,0.0,"(Tree node 'ENSORLP00000021273' (0x7fcbf8858a1), 1.4241829999999998)","(Tree node 'ENSLACP00000018479' (0x7fcbf886d15), 0.3935209999999997)",135,62,73,0
/home/gideon/Documents/mphil_internship/Trees/22/2247.nh,13.589794999999983,0.697249,0.0,"(Tree node 'ENSPTRP00000048776' (0x7fcbf880fd1), 0.8987029999999999)","(Tree node 'ENSLOCP00000012490' (0x7fcbf88826d), 0.3580769999999998)",135,65,70,0
/home/gideon/Documents/mphil_internship/Trees/22/2248.nh,20.443241000000008,1.71149,0.0,"(Tree node 'FBpp0087552' (0x7fcbf8843a5), 3.5726489999999997)","(Tree node 'ENSPMAP00000007424' (0x7fcbf882e75), 0.7298809999999999)",135,69,66,0
/home/gideon/Documents/mphil_internship/Trees/22/225.nh,84.36989100000011,0.551045,0.0,"(Tree node 'ENSRNOP00000065739' (0x7fcbf870da5), 1.254334)","(Tree node 'ENSTRUP00000002728' (0x7fcbf87ec19), 0.36921100000000007)",751,66,685,0
/home/gideon/Documents/mphil_internship/Trees/22/2264.nh,17.718018999999995,0.954196,0.0,"(Tree node 'ENSCSAVP00000012907' (0x7fcbf86f9c1), 1.8823179999999995)","(Tree node 'ENSLACP00000012430' (0x7fcbf86f955), 1.302485)",135,66,69,0
/home/gideon/Documents/mphil_internship/Trees/22/2228.nh,28.611946000000003,2.11056,0.0,"(Tree node 'R06C7.8' (0x7fcbf8707f9), 2.617494)","(Tree node 'ENSLACP00000021843' (0x7fcbf869dad), 0.6858420000000002)",136,70,66,0
/home/gideon/Documents/mphil_internship/Trees/22/2289.nh,25.85595900000001,2.5172,0.0,"(Tree node 'ENSOARP00000001757' (0x7fcbf865245), 3.8244939999999996)","(Tree node 'ENSPSIP00000010015' (0x7fcbf86b2d9), 1.140313)",134,69,65,0
/home/gideon/Documents/mphil_internship/Trees/22/2205.nh,27.890587000000018,4.1105,0.0,"(Tree node 'ENSACAP00000021634' (0x7fcbf867d9d), 4.1105)","(Tree node 'ENSPSIP00000017091' (0x7fcbf865de5), 1.1619909999999998)",136,63,73,0
/home/gideon/Documents/mphil_internship/Trees/22/2217.nh,19.48012200000001,2.76067,0.0,"(Tree node 'YJL207C' (0x7fcbf8628e5), 2.76067)","(Tree node 'C13F10.4' (0x7fcbf8628dd), 1.7777699999999999)",136,69,67,0
/home/gideon/Documents/mphil_internship/Trees/22/2213.nh,17.70550999999998,1.50703,0.0,"(Tree node 'ENSXMAP00000006121' (0x7fcbf85df11), 1.5070329999999998)","(Tree node 'ENSLOCP00000021715' (0x7fcbf863e71), 0.9099069999999998)",136,61,75,0
/home/gideon/Documents/mphil_internship/Trees/22/2274.nh,18.019165000000005,1.15273,0.0,"(Tree node 'C01A2.4' (0x7fcbf86096d), 1.9074499999999999)","(Tree node 'FBpp0084340' (0x7fcbf85f449), 0.5505589999999998)",134,69,65,0
/home/gideon/Documents/mphil_internship/Trees/22/2203.nh,24.184778999999992,1.51476,0.0,"(Tree node 'T23B12.7' (0x7fcbf859ea5), 2.114947)","(Tree node 'ENSLOCP00000013838' (0x7fcbf8609d9), 0.9777680000000001)",136,69,67,0
/home/gideon/Documents/mphil_internship/Trees/22/2285.nh,23.710790499999998,1.19179,0.0,"(Tree node 'ENSORLP00000001001' (0x7fcbf8560dd), 1.825399)","(Tree node 'ENSLACP00000006621' (0x7fcbf85ca91), 0.5226675000000002)",134,67,67,0
/home/gideon/Documents/mphil_internship/Trees/22/227.nh,100085.83906100011,100000.0,0.0,"(Tree node 'ENSPPYP00000012584' (0x7fcbf84de55), 100001.464778)","(Tree node 'FBpp0113099' (0x7fcbf8468a9), 0.37833399999999956)",749,70,679,0
/home/gideon/Documents/mphil_internship/Trees/22/2222.nh,26.31048099999999,1.68388,0.0,"(Tree node 'ENSOANP00000032317' (0x7fcbf848975), 3.995628)","(Tree node 'Y47G6A.8' (0x7fcbf841d09), 0.39362899999999995)",136,68,68,0
/home/gideon/Documents/mphil_internship/Trees/22/2293.nh,25.993866,2.65207,0.0,"(Tree node 'ENSOARP00000002408' (0x7fcbf843841), 2.6719979999999994)","(Tree node 'ENSLOCP00000020657' (0x7fcbf842d15), 0.9974049999999995)",134,66,68,0
/home/gideon/Documents/mphil_internship/Trees/22/22.nh,129.934797,3.60628,0.0,"(Tree node 'ENSPVAP00000007549' (0x7fcbf83e1b1), 3.919705)","(Tree node 'ENSFCAP00000006565' (0x7fcbf83f691), 0.1155380000000002)",1011,71,940,0
/home/gideon/Documents/mphil_internship/Trees/22/2261.nh,24.162613999999994,1.28885,0.0,"(Tree node 'ENSDNOP00000020668' (0x7fcbf82bbd1), 2.5850849999999994)","(Tree node 'YGL099W' (0x7fcbf82519d), 0.9063429999999993)",135,69,66,0
/home/gideon/Documents/mphil_internship/Trees/22/223.nh,100099.70200900007,100000.0,0.0,"(Tree node 'ENSPFOP00000031164' (0x7fcbf8265ed), 100000.423953)","(Tree node 'ENSLOCP00000000207' (0x7fcbf825b8d), 0.30732900000000013)",751,54,697,0
/home/gideon/Documents/mphil_internship/Trees/22/2249.nh,18.549663000000002,2.57551,0.0,"(Tree node 'ENSDNOP00000032800' (0x7fcbf817b31), 3.2392339999999997)","(Tree node 'ENSLACP00000022703' (0x7fcbf816625), 0.518138)",135,65,70,0
/home/gideon/Documents/mphil_internship/Trees/22/2283.nh,21.241071000000016,1.14655,0.0,"(Tree node 'ENSOANP00000025810' (0x7fcbf812159), 1.7596279999999997)","(Tree node 'ENSLOCP00000003869' (0x7fcbf844c55), 0.5293589999999999)",134,69,65,0
/home/gideon/Documents/mphil_internship/Trees/22/2255.nh,17.678322000000005,0.776811,0.0,"(Tree node 'ENSOPRP00000009992' (0x7fcbf813ed9), 1.6624829999999997)","(Tree node 'ENSAMXP00000006866' (0x7fcbf844911), 0.55434)",135,64,71,0
/home/gideon/Documents/mphil_internship/Trees/22/2275.nh,21.338347999999993,1.0342,0.0,"(Tree node 'ENSDORP00000015279' (0x7fcbf80f549), 1.9582449999999996)","(Tree node 'ENSCSAVP00000016703' (0x7fcbf80ff55), 0.9266599999999997)",134,66,68,0
/home/gideon/Documents/mphil_internship/Trees/22/229.nh,100077.93095000005,100000.0,0.0,"(Tree node 'ENSAPLP00000007909' (0x7fcbf80ff91), 100000.0)","(Tree node 'F19F10.1' (0x7fcbf80ff85), 0.605497)",745,70,675,0
/home/gideon/Documents/mphil_internship/Trees/22/2212.nh,24.415484999999983,1.65034,0.0,"(Tree node 'ENSEEUP00000006516' (0x7fcbf7f9415), 1.650344)","(Tree node 'ENSPMAP00000005568' (0x7fcbf7fb64d), 0.4641719999999998)",136,69,67,0
/home/gideon/Documents/mphil_internship/Trees/22/2273.nh,13.531307000000016,0.295962,0.0,"(Tree node 'ENSOARP00000002951' (0x7fcbf7f4de9), 1.050523)","(Tree node 'ENSACAP00000008431' (0x7fcbf80094d), 0.22863300000000003)",134,41,93,0
/home/gideon/Documents/mphil_internship/Trees/22/2206.nh,38.16132299999997,2.63132,0.0,"(Tree node 'ENSCINP00000023270' (0x7fcbf7f58c5), 3.635565)","(Tree node 'ENSLOCP00000016982' (0x7fcbf7f6ebd), 0.567496)",136,66,70,0
/home/gideon/Documents/mphil_internship/Trees/22/2218.nh,25.81998400000003,3.31448,0.0,"(Tree node 'ENSOANP00000030415' (0x7fcbf7f381d), 3.3144859999999996)","(Tree node 'ENSPSIP00000005144' (0x7fcbf7f102d), 0.6731989999999999)",136,68,68,0
/home/gideon/Documents/mphil_internship/Trees/22/2288.nh,24.817497499999988,2.77082,0.0,"(Tree node 'ENSTNIP00000008681' (0x7fcbf7ee479), 2.8704340000000004)","(Tree node 'ENSLACP00000022537' (0x7fcbf7f44ed), 1.3135)",134,66,68,0
/home/gideon/Documents/mphil_internship/Trees/22/2299.nh,27.61022000000001,1.73811,0.0,"(Tree node 'M05D6.7' (0x7fcbf7efbe1), 2.139074)","(Tree node 'ENSCINP00000035326' (0x7fcbf7efbc5), 1.289246)",134,69,65,0
/home/gideon/Documents/mphil_internship/Trees/22/2278.nh,17.86852500000001,1.0114,0.0,"(Tree node 'ENSCINP00000009600' (0x7fcbf7ebbf5), 1.21967)","(Tree node 'ENSAMXP00000001670' (0x7fcbf7ea65d), 0.584184)",134,65,69,0
/home/gideon/Documents/mphil_internship/Trees/22/2235.nh,22.227972999999995,1.82601,0.0,"(Tree node 'ENSMMUP00000040653' (0x7fcbf7e6741), 3.623385999999999)","(Tree node 'F22B5.9' (0x7fcbf7e5c29), 0.45578499999999994)",135,69,66,0
/home/gideon/Documents/mphil_internship/Trees/22/2201.nh,23.167023000000018,1.43156,0.0,"(Tree node 'ENSDORP00000000245' (0x7fcbf7e11b9), 3.1441950000000007)","(Tree node 'YOR187W' (0x7fcbf7e1b89), 0.5102670000000001)",136,70,66,0
/home/gideon/Documents/mphil_internship/Trees/22/2253.nh,21.25762200000002,0.760136,0.0,"(Tree node 'ENSXETP00000063974' (0x7fcbf7e26e1), 1.0808970000000002)","(Tree node 'ENSLOCP00000007525' (0x7fcbf7e3145), 0.3415550000000004)",135,60,75,0
/home/gideon/Documents/mphil_internship/Trees/22/2216.nh,35.89176,1.42536,0.0,"(Tree node 'ENSXMAP00000013921' (0x7fcbf7df259), 2.856448)","(Tree node 'ENSCINP00000032069' (0x7fcbf7dfc1d), 1.2801400000000007)",136,62,74,0
/home/gideon/Documents/mphil_internship/Trees/22/2280.nh,41.06530699999997,5.07618,0.0,"(Tree node 'ENSGMOP00000020799' (0x7fcbf7d913d), 6.006438999999999)","(Tree node 'ENSLOCP00000020650' (0x7fcbf7da849), 0.8287449999999994)",134,66,68,0
/home/gideon/Documents/mphil_internship/Trees/22/2220.nh,13.55617200000001,0.628152,0.0,"(Tree node 'ENSMLUP00000020397' (0x7fcbf7dbefd), 0.7312609999999999)","(Tree node 'FBpp0297903' (0x7fcbf7d5495), 0.371276)",136,67,69,0
/home/gideon/Documents/mphil_internship/Trees/22/2258.nh,17.603327000000004,2.00479,0.0,"(Tree node 'ENSCINP00000008632' (0x7fcbf7d7ee5), 2.004793)","(Tree node 'ENSLOCP00000007143' (0x7fcbf7d732d), 1.281875)",135,67,68,0
/home/gideon/Documents/mphil_internship/Trees/22/2207.nh,15.914027000000004,1.32652,0.0,"(Tree node 'ENSACAP00000003449' (0x7fcbf7d8a31), 1.4744059999999999)","(Tree node 'ENSPSIP00000007306' (0x7fcbf7d8a29), 0.22422599999999998)",136,63,73,0
/home/gideon/Documents/mphil_internship/Trees/22/2214.nh,18.353043999999997,1.80987,0.0,"(Tree node 'ENSFALP00000006470' (0x7fcbf7ce039), 1.93478)","(Tree node 'ENSPMAP00000002425' (0x7fcbf7ce06d), 0.460315)",136,68,68,0
/home/gideon/Documents/mphil_internship/Trees/22/2267.nh,30.101883999999988,3.77926,0.0,"(Tree node 'ENSCINP00000031251' (0x7fcbf7cf4ad), 4.7651010000000005)","(Tree node 'YJL194W' (0x7fcbf7d09cd), 1.461380000000001)",135,69,66,0
/home/gideon/Documents/mphil_internship/Trees/22/2209.nh,23.789046000000006,2.22846,0.0,"(Tree node 'F58A4.14a' (0x7fcbf7d09dd), 3.40309)","(Tree node 'ENSLACP00000002102' (0x7fcbf7ca089), 2.0323270000000004)",136,69,67,0
/home/gideon/Documents/mphil_internship/Trees/22/2200.nh,22.087004000000007,1.36035,0.0,"(Tree node 'ENSOANP00000027209' (0x7fcbf7c6c61), 2.658017)","(Tree node 'FBpp0085630' (0x7fcbf7cbf29), 0.8314079999999999)",136,70,66,0
/home/gideon/Documents/mphil_internship/Trees/22/2287.nh,20.427368999999995,1.92671,0.0,"(Tree node 'ENSCINP00000030857' (0x7fcbf7c15a1), 2.035184)","(Tree node 'ENSLOCP00000011068' (0x7fcbf7c6ce1), 1.0064940000000004)",134,66,68,0
/home/gideon/Documents/mphil_internship/Trees/22/2243.nh,17.341898000000004,1.56069,0.0,"(Tree node 'ENSOANP00000029314' (0x7fcbf7c41bd), 1.5660880000000001)","(Tree node 'FBpp0100140' (0x7fcbf7c41cd), 0.439603)",135,69,66,0
/home/gideon/Documents/mphil_internship/Trees/22/2226.nh,18.690307999999995,1.85309,0.0,"(Tree node 'Y49A10A.1' (0x7fcbf7be10d), 1.8530900000000001)","(Tree node 'ENSLACP00000020158' (0x7fcbf7bd6a5), 0.47492500000000015)",136,68,68,0
/home/gideon/Documents/mphil_internship/Trees/22/2256.nh,16.290932000000005,0.789737,0.0,"(Tree node 'ENSRNOP00000018905' (0x7fcbf7b974d), 1.1837170000000004)","(Tree node 'ENSLACP00000014844' (0x7fcbf7c00f9), 0.31972100000000003)",135,65,70,0
/home/gideon/Documents/mphil_internship/Trees/22/2227.nh,19.484744499999984,0.763441,0.0,"(Tree node 'ENSOARP00000011064' (0x7fcbf7bb805), 1.2404985)","(Tree node 'ENSPMAP00000005321' (0x7fcbf7bb86d), 0.7674665)",136,69,67,0
/home/gideon/Documents/mphil_internship/Trees/22/2231.nh,28.210451,4.01888,0.0,"(Tree node 'ENSOANP00000031972' (0x7fcbf7b8205), 4.6020140000000005)","(Tree node 'FBpp0083687' (0x7fcbf7b63fd), 0.909793)",135,70,65,0
/home/gideon/Documents/mphil_internship/Trees/22/228.nh,95.42171800000006,1.19417,0.0,"(Tree node 'ENSSSCP00000027363' (0x7fcbf7b3541), 2.4168179999999992)","(Tree node 'ENSDARP00000120827' (0x7fcbf7af515), 0.5041519999999992)",746,68,678,0
/home/gideon/Documents/mphil_internship/Trees/22/2277.nh,17.328273000000024,1.03079,0.0,"(Tree node 'ENSTNIP00000005671' (0x7fcbf7a2219), 1.3765159999999996)","(Tree node 'ENSPMAP00000005061' (0x7fcbf7a2ed9), 0.4752879999999997)",134,68,66,0
/home/gideon/Documents/mphil_internship/Trees/22/2292.nh,20.84313000000002,0.680343,0.0,"(Tree node 'ENSONIP00000015792' (0x7fcbf7a4715), 1.1151720000000003)","(Tree node 'ENSLOCP00000010112' (0x7fcbf7a478d), 0.5665770000000001)",134,68,66,0
/home/gideon/Documents/mphil_internship/Trees/22/2272.nh,25.336136,1.74827,0.0,"(Tree node 'ENSCSAVP00000018341' (0x7fcbf79db51), 2.640467)","(Tree node 'ENSPMAP00000006423' (0x7fcbf79f055), 0.6454719999999997)",135,69,66,0
/home/gideon/Documents/mphil_internship/Trees/22/2230.nh,17.817512000000008,0.885306,0.0,"(Tree node 'ENSONIP00000001345' (0x7fcbf799c89), 1.457777)","(Tree node 'ENSLOCP00000003059' (0x7fcbf799cf9), 0.476337)",136,69,67,0
